classification_axis	classification_label	classification_source	classification_level	is_inferred	protein_assertion_count
specialist_classification	EC: 2.3.1.23	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	5
specialist_classification	EC: 2.3.2.2	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	5
specialist_classification	EC: 2.4.1.152	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	5
specialist_classification	EC: 3.1.3.56	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	5
specialist_classification	EC: 3.2.1.35	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	5
specialist_classification	EC: 3.2.2.6	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	5
specialist_classification	EC: 3.2.2.6	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	5
specialist_classification	EC: 3.4.19.13	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	5
specialist_classification	EC: 3.4.21.105	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	5
specialist_classification	EC: 3.5.1.23	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	5
specialist_classification	EC: 4.2.1.1	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	5
specialist_classification	EC: 4.6.1.2	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	5
specialist_classification	EC: 5.3.4.1	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	5
specialist_classification	EC: 6.2.1.15	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	5
specialist_classification	EC: 7.2.1.3	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	5
specialist_classification	EC: 7.2.2.13	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	5
specialist_classification	GPCRdb: ADGRE	GPCRdb	PRIMARY	0	5
specialist_classification	GPCRdb: ADGRF	GPCRdb	PRIMARY	0	5
specialist_classification	GPCRdb: Acetylcholine receptors (muscarinic)	GPCRdb	PRIMARY	0	5
specialist_classification	GPCRdb: Dopamine receptors	GPCRdb	PRIMARY	0	5
specialist_classification	GPCRdb: Free fatty acid receptors	GPCRdb	PRIMARY	0	5
specialist_classification	GPCRdb: Leukotriene receptors	GPCRdb	PRIMARY	0	5
specialist_classification	GPCRdb: Lysophospholipid (S1P) receptors	GPCRdb	PRIMARY	0	5
specialist_classification	GPCRdb: Melanocortin receptors	GPCRdb	PRIMARY	0	5
specialist_classification	GPCRdb: Neuropeptide Y receptors	GPCRdb	PRIMARY	0	5
specialist_classification	GPCRdb: Other GPCR orphans	GPCRdb	PRIMARY	0	5
specialist_classification	GPCRdb: Somatostatin receptors	GPCRdb	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: 5-HT3 receptors	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: ABCG subfamily	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: Acetylcholine receptors (muscarinic)	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	5
specialist_classification	IUPHAR_GtoPdb: Blood coagulation components	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: CYP24, CYP26 and CYP27 families	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: CYP5, CYP7 and CYP8 families	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: Carbonic anhydrases	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: Class A Orphans with only surrogate ligands	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	5
specialist_classification	IUPHAR_GtoPdb: Class I transporters	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: Dopamine receptors	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	5
specialist_classification	IUPHAR_GtoPdb: Free fatty acid receptors	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	5
specialist_classification	IUPHAR_GtoPdb: GDNF Family Receptor (GFR)	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: Glutamate transporter subfamily	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: Glycosidases	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: Hexose transporter family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: IL-17 receptor family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: Leukotriene receptors	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	5
specialist_classification	IUPHAR_GtoPdb: Lipid phosphate phosphatases	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: Lysophospholipid (S1P) receptors	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	5
specialist_classification	IUPHAR_GtoPdb: Melanocortin receptors	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	5
specialist_classification	IUPHAR_GtoPdb: Miscellaneous SLC25 mitochondrial transporters	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: Neuropeptide Y receptors	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	5
specialist_classification	IUPHAR_GtoPdb: Organic anion transporters (OATs)	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: P5 P-type ATPases: Mn2+-ATPases	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: Phosphatidylinositol phosphate kinases	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: Prolactin receptor family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: R4 family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: SLC13 family of sodium-dependent sulphate/carboxylate transporters	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: SLC44 choline transporter-like family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: SLC66 Lysosomal amino acid transporters	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: Serine palmitoyltransferase	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: Somatostatin receptors	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	5
specialist_classification	IUPHAR_GtoPdb: Thyroid hormone turnover	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: Tumour-associated antigens	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: Type II receptor serine/threonine kinases	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	IUPHAR_GtoPdb: Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	5
specialist_classification	EC: 1.1.1.105	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	4
specialist_classification	EC: 1.14.14.79	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	4
specialist_classification	EC: 1.8.3.2	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	4
specialist_classification	EC: 2.3.1.15	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	4
specialist_classification	EC: 2.4.1.90	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	4
specialist_classification	EC: 2.7.1.153	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	4
specialist_classification	EC: 2.7.1.154	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	4
specialist_classification	EC: 2.7.1.67	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	4
specialist_classification	EC: 2.7.11.17	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	4
specialist_classification	EC: 2.8.2.8	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	4
specialist_classification	EC: 3.1.1.23	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	4
specialist_classification	EC: 3.1.2.2	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	4
specialist_classification	EC: 3.1.2.22	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	4
specialist_classification	EC: 3.1.3.1	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	4
specialist_classification	EC: 3.1.3.4	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	4
specialist_classification	EC: 3.1.4.12	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	4
specialist_classification	EC: 3.1.4.35	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	4
specialist_classification	EC: 3.2.1.113	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	4
specialist_classification	EC: 3.4.19.12	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	4
specialist_classification	EC: 3.6.5.5	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	4
specialist_classification	EC: 4.2.1.134	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	4
specialist_classification	GPCRdb: ADGRL	GPCRdb	PRIMARY	0	4
specialist_classification	GPCRdb: Adenosine receptors	GPCRdb	PRIMARY	0	4
specialist_classification	GPCRdb: Histamine receptors	GPCRdb	PRIMARY	0	4
specialist_classification	GPCRdb: Opioid receptors	GPCRdb	PRIMARY	0	4
specialist_classification	GPCRdb: Proteinase-activated receptors	GPCRdb	PRIMARY	0	4
specialist_classification	GPCRdb: Relaxin family peptide receptors	GPCRdb	PRIMARY	0	4
specialist_classification	GPCRdb: Vasopressin and oxytocin receptors	GPCRdb	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: Adenosine receptors	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	4
specialist_classification	IUPHAR_GtoPdb: Anion exchangers	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: B-cell lymphoma 2 (Bcl-2) protein family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: CD33-related SIGLECs	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: CYP2 family: physiological enzymes subset	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: CYP3 family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: Carnitine palmitoyltransferases	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: Catecholamine turnover	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: Epithelial sodium channel (ENaC)	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: Fc epsilon receptors	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: Glycine receptors	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: Glycine transporter subfamily	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: Histamine receptors	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	4
specialist_classification	IUPHAR_GtoPdb: IL-3 receptor family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: Interferon receptor family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: Lanosterol biosynthesis pathway	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: Lipoxygenases	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: M14: Carboxypeptidase A	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: M28: Aminopeptidase Y	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: Notch receptors	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: Opioid receptors	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	4
specialist_classification	IUPHAR_GtoPdb: Other SLC26 anion exchangers	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: Other non-GPCR 7TM proteins	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	4
specialist_classification	IUPHAR_GtoPdb: Proteinase-activated receptors	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	4
specialist_classification	IUPHAR_GtoPdb: RAF family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: RAS subfamily	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: Relaxin family peptide receptors	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	4
specialist_classification	IUPHAR_GtoPdb: SLC15 family of peptide transporters	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: SLC18 family of vesicular amine transporters	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: SLC29 family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: SLC36 family of proton-coupled amino acid transporters	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: SLC37 family of phosphosugar/phosphate exchangers	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: SLC45 family of putative sugar transporters	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: SLC49 family of FLVCR-related heme transporters	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: SLC56 Sideroflexins	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: Sodium iodide symporter, sodium-dependent multivitamin transporter and sodium-coupled monocarboxylate transporters	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: Tec family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: Type I RTKs: ErbB (epidermal growth factor) receptor family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: Type I sodium-phosphate co-transporters	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: Type V RTKs: FGF (fibroblast growth factor) receptor family	IUPHAR/BPS Guide to PHARMACOLOGY	PRIMARY	0	4
specialist_classification	IUPHAR_GtoPdb: Vasopressin and oxytocin receptors	IUPHAR/BPS Guide to PHARMACOLOGY	ADDITIONAL	0	4
specialist_classification	TCDB: 1.A.1.10.1	TCDB	ADDITIONAL	0	4
specialist_classification	TCDB: 1.A.1.2.2	TCDB	ADDITIONAL	0	4
specialist_classification	TCDB: 2.A.1.13.1	TCDB	ADDITIONAL	0	4
specialist_classification	TCDB: 3.A.3.1.1	TCDB	ADDITIONAL	0	4
specialist_classification	EC: 1.1.1.53	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 1.13.11.33	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 1.14.11.4	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	3
specialist_classification	EC: 1.14.14.26	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 1.2.1.3	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	3
specialist_classification	EC: 1.4.3.21	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 2.1.1.319	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 2.3.1.20	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 2.3.1.20	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	3
specialist_classification	EC: 2.3.1.21	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 2.3.1.22	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 2.3.1.286	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 2.3.1.50	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 2.3.1.67	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 2.3.1.76	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 2.3.2.23	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	3
specialist_classification	EC: 2.4.1.102	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	3
specialist_classification	EC: 2.4.1.135	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	3
specialist_classification	EC: 2.4.1.145	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	3
specialist_classification	EC: 2.4.1.149	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	3
specialist_classification	EC: 2.4.1.212	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	3
specialist_classification	EC: 2.4.1.222	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	3
specialist_classification	EC: 2.4.1.38	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 2.4.2.30	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 2.4.2.31	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	3
specialist_classification	EC: 2.4.3.2	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	3
specialist_classification	EC: 2.4.3.4	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 2.5.1.18	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	3
specialist_classification	EC: 2.7.1.1	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	3
specialist_classification	EC: 2.7.1.149	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 2.7.1.30	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	3
specialist_classification	EC: 2.7.1.93	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 2.7.11.22	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 2.7.4.6	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	3
specialist_classification	EC: 2.7.7.41	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	3
specialist_classification	EC: 2.8.2.5	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	3
specialist_classification	EC: 3.1.1.2	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 3.1.1.3	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	3
specialist_classification	EC: 3.1.1.47	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 3.1.1.5	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	3
specialist_classification	EC: 3.1.1.81	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 3.1.2.22	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 3.1.3.5	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 3.1.3.9	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	3
specialist_classification	EC: 3.1.3.95	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 3.1.4.17	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 3.1.4.4	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 3.4.21.89	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	3
specialist_classification	EC: 3.6.1.6	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	3
specialist_classification	EC: 3.6.1.75	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 3.6.4.10	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 3.6.4.6	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	3
specialist_classification	EC: 5.2.1.8	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	3
specialist_classification	EC: 5.2.1.8	UniProtKB/GO/InterPro/Reactome integrated annotation	ADDITIONAL	0	3
specialist_classification	EC: 7.1.1.9	UniProtKB/GO/InterPro/Reactome integrated annotation	PRIMARY	0	3
specialist_classification	GPCRdb: ADGRA	GPCRdb	PRIMARY	0	3
specialist_classification	GPCRdb: ADGRB	GPCRdb	PRIMARY	0	3
